ALC-1/CASE-0_INDEP_0/params.txt.reduced:! RMS force error                =  2.5599e+01
ALC-2/CASE-0_INDEP_0/params.txt.reduced:! RMS force error                =  7.2373e+01
ALC-3/CASE-0_INDEP_0/params.txt.reduced:! RMS force error                =  8.3401e+01
ALC-4/CASE-0_INDEP_0/params.txt.reduced:! RMS force error                =  9.0049e+01
ALC-5/CASE-0_INDEP_0/params.txt.reduced:! RMS force error                =  9.4756e+01
ALC-6/CASE-0_INDEP_0/params.txt.reduced:! RMS force error                =  9.6671e+01
